brand_name,model_name,condition_name,grade_name,gb_spec_name,colour_name,network_name,,,,,count
Apple,"IPHONE X SILICONE CASE","Brand New","Brand New","Not Applicable",Black,"Not Applicable",,,,,2
Apple,"IPHONE X SILICONE CASE",Working,"Grade A - Very Good Condition","Not Applicable","Pink Sand","Not Applicable",,,,,1
Apple,"IPHONE X SILICONE CASE",Working,"Grade C - Acceptable Condition","Not Applicable","Pink Sand","Not Applicable",,,,,1
Apple,"IPHONE X SILICONE CASE",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",,,,,1
Apple,"IPHONE X SILICONE CASE",Working,"Grade A - Very Good Condition","Not Applicable",Blue,"Not Applicable",,,,,2
Apple,"IPHONE X SILICONE CASE",Working,"Insurance Grade","Not Applicable",Blue,"Not Applicable",,,,,1
Apple,"IPHONE XS","Brand New","Brand New",64GB,Gold,Vodafone,,,,,1
Apple,"IPHONE XS","Brand New","Brand New",64GB,Grey,Unlocked,,,,,1
Apple,"IPHONE XS","Brand New","Brand New",64GB,Gold,Unlocked,,,,,1
Apple,"iPod Classic 120GB","Working – Major Screen Burn","Grade C - Acceptable Condition","Not Applicable",Silver,"Not Applicable",,,,,1
Apple,"iPod Classic 120GB 7th gen",Working,"Grade D","Not Applicable",Grey,"Not Applicable",,,,,1
Apple,"ipod classic 80gb",Working,"Grade C - Acceptable Condition",80GB,Black,"Not Applicable",,,,,1
Apple,"iPod Nano 2GB 2nd gen",Working,"Grade C - Acceptable Condition",2GB,Silver,"Not Applicable",,,,,1
Apple,"iPod Nano 4GB 3rd gen",Working,"Grade D",4GB,Silver,"Not Applicable",,,,,1
Apple,"IPOD TOUCH 16GB 6TH GEN",Non-working,Unknown,16GB,Gold,"Not Applicable",,,,,1
Apple,"IPOD TOUCH 16GB 6TH GEN",Working,"Grade A - Very Good Condition",16GB,Gold,"Not Applicable",,,,,2
Apple,"IPOD TOUCH 16GB 6TH GEN",Working,"Grade A - Very Good Condition",16GB,Black,"Not Applicable",,,,,1
Apple,"IPOD TOUCH 16GB 6TH GEN",Working,"Grade A - Very Good Condition",16GB,"electric BLUE","Not Applicable",,,,,2
Apple,"IPOD TOUCH 16GB 6TH GEN","Non-working - Need Repair - HardWare",Unknown,16GB,Gold,"Not Applicable",,,,,1
Apple,"IPOD TOUCH 16GB 6TH GEN","iOS 7 Locked","Grade B - Good Condition",16GB,Silver,"Not Applicable",,,,,1
Apple,"iPod Touch 1st gen 16GB ",Non-working,"Grade C - Acceptable Condition",16GB,Black,"Not Applicable",,,,,1
Apple,"ipod touch 1st gen 8gb",Working,"Grade C - Acceptable Condition",8GB,Silver,"Not Applicable",,,,,1
Apple,"iPod Touch 3rd Generation 32GB",Working,"Grade C - Acceptable Condition",32GB,Silver,"Not Applicable",,,,,1
Apple,"iPod Touch 4th gen 16GB ","Account Locked Disposal","Grade C - Acceptable Condition",16GB,Silver,"Not Applicable",,,,,1
Apple,"iPod Touch 4th gen 16GB ",BER-Scrap,"Grade D",16GB,Gold,"Not Applicable",,,,,1
Apple,"iPod Touch 4th gen 16GB ",Working,"Grade D",16GB,Silver,"Not Applicable",,,,,1
Apple,"iPod Touch 4th gen 16GB ",Working,"Grade C - Acceptable Condition",16GB,Silver,"Not Applicable",,,,,1
Apple,"iPod Touch 4th gen 32GB ",Working,"Grade C - Acceptable Condition",32GB,Silver,"Not Applicable",,,,,1
Apple,"iPod Touch 4th gen 8GB ",BER,"Not Graded",8GB,Silver,"Not Applicable",,,,,1
Apple,"iPod Touch 4th gen 8GB ",Non-working,"Grade D",8GB,Black,"Not Applicable",,,,,1
Apple,"iPod Touch 4th gen 8GB ",Working,"Grade C - Acceptable Condition",8GB,Silver,"Not Applicable",,,,,1
Apple,"iPod Touch 4th gen 8GB ","Working - Minor Issue","Grade C - Acceptable Condition",8GB,Silver,"Not Applicable",,,,,1
Apple,"iPod Touch 5th Generation 16GB","Account Locked Disposal","Grade C - Acceptable Condition",16GB,Silver,"Not Applicable",,,,,1
Apple,"iPod Touch 5th Generation 16GB","Account Locked Disposal","Grade D",16GB,Red,"Not Applicable",,,,,1
Apple,"iPod Touch 5th Generation 16GB","Account Locked Disposal","Grade D",8GB,Blue,"Not Applicable",,,,,1
Apple,"iPod Touch 5th Generation 16GB",Non-working,Unknown,16GB,Red,"Not Applicable",,,,,1
Apple,"iPod Touch 5th Generation 16GB",Working,"Grade C - Acceptable Condition",16GB,Silver,"Not Applicable",,,,,2
Apple,"iPod Touch 5th Generation 32GB",Working,"Grade C - Acceptable Condition",32GB,Blue,"Not Applicable",,,,,1
Apple,"iPod Touch 5th Generation 64GB",Working,"Grade A - Very Good Condition",64GB,Grey,"Not Applicable",,,,,1
Apple,"IPOD TOUCH 6TH GENERATION",Working,"Grade A - Very Good Condition","Not Applicable",Pink,"Not Applicable",,,,,1
Apple,"IPOD TOUCH 6TH GENERATION","Account Locked Disposal","Grade C - Acceptable Condition",32GB,Gold,"Not Applicable",,,,,1
Apple,"IPOD TOUCH 6TH GENERATION","Account Locked Disposal","Grade B - Good Condition",16GB,Blue,"Not Applicable",,,,,1
Apple,"IPOD TOUCH 6TH GENERATION",Working,"Grade B - Good Condition",16GB,Blue,"Not Applicable",,,,,1
Apple,"iWatch  42mm",Working,"Grade D","Not Applicable",Black,"Not Applicable",,,,,1
Apple,"iWatch  42mm","iOS 7 Locked","Grade D","Not Applicable",Black,"Not Applicable",,,,,2
Apple,"iWatch  42mm","iOS 7 Locked","Not Graded","Not Applicable",Grey,"Not Applicable",,,,,1
Apple,"iWatch  42mm","iOS 7 Locked","Grade D","Not Applicable",Silver,"Not Applicable",,,,,2
Apple,"IWATCH NIKE+ 38MM",Working,"Insurance Grade","Not Applicable",Silver,"Not Applicable",,,,,1
Apple,"IWATCH NIKE+ 42MM",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",,,,,1
Apple,"IWATCH NIKE+ 42MM","iOS 7 Locked","Grade D","Not Applicable",Grey,"Not Applicable",,,,,1
Apple,"IWATCH NIKE+ 42MM","iOS 7 Locked","Grade D","Not Applicable",Silver,"Not Applicable",,,,,1
Apple,"IWATCH NIKE+ 42MM ANTENNA",Working,"Grade A - Very Good Condition","Not Applicable",Unknown,"Not Applicable",,,,,1
Apple,"IWATCH NIKE+ 42MM ANTENNA",Working,"Grade B - Good Condition","Not Applicable",Unknown,"Not Applicable",,,,,1
Apple,"IWATCH NIKE+ 42MM BATTERY",Working,"Grade A - Very Good Condition","Not Applicable",Unknown,"Not Applicable",,,,,2
Apple,"IWATCH NIKE+ 42MM CHASSIS",Working,"Grade A - Very Good Condition","Not Applicable",Grey,"Not Applicable",,,,,1
Apple,"IWATCH NIKE+ 42MM CHASSIS",Working,"Grade A - Very Good Condition","Not Applicable",Silver,"Not Applicable",,,,,1
Apple,"IWATCH NIKE+ 42MM DISPLAY",Working,"Grade C - Acceptable Condition","Not Applicable",Unknown,"Not Applicable",,,,,1
Apple,"IWATCH NIKE+ 42MM DISPLAY",Working,"Grade A - Very Good Condition","Not Applicable",Unknown,"Not Applicable",,,,,2
Apple,"IWATCH NIKE+ 42MM SPEAKER",Working,"Grade B - Good Condition","Not Applicable",Unknown,"Not Applicable",,,,,1
Apple,"IWATCH NIKE+ 42MM STRAP",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",,,,,1
Apple,"IWATCH NIKE+ 42MM STRAP",Working,"Grade A - Very Good Condition","Not Applicable",Unknown,"Not Applicable",,,,,1
Apple,"IWATCH NIKE+ 42MM TAPTIC ENGINE",Working,"Grade A - Very Good Condition","Not Applicable",Unknown,"Not Applicable",,,,,3
Apple,"IWATCH S1 38MM",Working,"Grade A - Very Good Condition","Not Applicable","ROSE GOLD","Not Applicable",,,,,3
Apple,"IWATCH S1 38MM",Working,"Grade C - Acceptable Condition","Not Applicable",Grey,"Not Applicable",,,,,1
Apple,"IWATCH S1 38MM",Working,"Insurance Grade","Not Applicable","ROSE GOLD","Not Applicable",,,,,1
Apple,"IWATCH S1 38MM","iOS 7 Locked","Grade D","Not Applicable","ROSE GOLD","Not Applicable",,,,,2
Apple,"IWATCH S1 42MM",Working,"Grade C - Acceptable Condition","Not Applicable",Grey,"Not Applicable",,,,,1
Apple,"IWATCH S1 42MM",Working,"Grade A - Very Good Condition","Not Applicable",Grey,"Not Applicable",,,,,6
Apple,"IWATCH S1 42MM",Working,"Grade B - Good Condition","Not Applicable",Grey,"Not Applicable",,,,,3
Apple,"IWATCH S1 42MM",Working,"Grade D","Not Applicable",Grey,"Not Applicable",,,,,2
Apple,"IWATCH S1 42MM","iOS 7 Locked","Grade D","Not Applicable",Grey,"Not Applicable",,,,,7
Apple,"IWATCH S1 42MM BATTERY",Working,"Grade A - Very Good Condition","Not Applicable",Unknown,"Not Applicable",,,,,12
Apple,"IWATCH S1 42MM CHASSIS",Working,"Grade A - Very Good Condition","Not Applicable",Grey,"Not Applicable",,,,,2
Apple,"IWATCH S1 42MM CHASSIS",Working,"Grade B - Good Condition","Not Applicable",Grey,"Not Applicable",,,,,3
Apple,"IWATCH S1 42MM CHASSIS","Brand New","Insurance Grade","Not Applicable",Grey,"Not Applicable",,,,,1
Apple,"IWATCH S1 42MM CHASSIS",Working,"Grade A - Very Good Condition","Not Applicable","ROSE GOLD","Not Applicable",,,,,1
Apple,"IWATCH S1 42MM SPEAKER",Working,"Grade A - Very Good Condition","Not Applicable",Unknown,"Not Applicable",,,,,6
Apple,"IWATCH S1 42MM STRAP",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",,,,,6
Apple,"IWATCH S1 42MM STRAP",Working,"Grade B - Good Condition","Not Applicable",White,"Not Applicable",,,,,1
Apple,"IWATCH S1 42MM STRAP",Working,"Grade A - Very Good Condition","Not Applicable",White,"Not Applicable",,,,,1
Apple,"IWATCH S1 42MM STRAP","Brand New","Insurance Grade","Not Applicable",Black,"Not Applicable",,,,,1
Apple,"IWATCH S1 42MM STRAP",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",,,,,2
Apple,"IWATCH S1 42MM TAPTIC ENGINE",Working,"Grade A - Very Good Condition","Not Applicable",Unknown,"Not Applicable",,,,,6
Apple,"IWATCH S2 38MM",Working,"Grade A - Very Good Condition","Not Applicable",Grey,"Not Applicable",,,,,1
Apple,"IWATCH S2 38MM",Working,"Grade D","Not Applicable",Grey,"Not Applicable",,,,,1
Apple,"IWATCH S2 42MM",Working,"Grade C - Acceptable Condition","Not Applicable",Grey,"Not Applicable",,,,,1
Apple,"IWATCH S2 42MM",Working,"Insurance Grade","Not Applicable",Grey,"Not Applicable",,,,,1
Apple,"IWATCH S2 42MM",Working,"Grade D","Not Applicable",Grey,"Not Applicable",,,,,1
Apple,"IWATCH S2 42MM","iOS 7 Locked","Grade D","Not Applicable",Grey,"Not Applicable",,,,,3
Apple,"IWATCH S2 42MM ANTENNA",Working,"Grade A - Very Good Condition","Not Applicable",Unknown,"Not Applicable",,,,,3
Apple,"IWATCH S2 42MM BATTERY",Working,"Grade A - Very Good Condition","Not Applicable",Unknown,"Not Applicable",,,,,4
Apple,"IWATCH S2 42MM CHASSIS",Working,"Grade B - Good Condition","Not Applicable",Grey,"Not Applicable",,,,,1
Apple,"IWATCH S2 42MM CHASSIS",Working,"Grade A - Very Good Condition","Not Applicable",Grey,"Not Applicable",,,,,3
Apple,"IWATCH S2 42MM DISPLAY",Working,"Grade A - Very Good Condition","Not Applicable",Unknown,"Not Applicable",,,,,2
Apple,"IWATCH S2 42MM DISPLAY",Working,"Grade B - Good Condition","Not Applicable",Unknown,"Not Applicable",,,,,1
Apple,"IWATCH S2 42MM SPEAKER",Working,"Grade A - Very Good Condition","Not Applicable",Unknown,"Not Applicable",,,,,4
Apple,"IWATCH S2 42MM STRAP",Working,"Grade A - Very Good Condition","Not Applicable",Grey,"Not Applicable",,,,,1
Apple,"IWATCH S2 42MM STRAP",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",,,,,1
Apple,"IWATCH S2 42MM STRAP",Working,"Not Graded","Not Applicable",Black,"Not Applicable",,,,,1
Apple,"IWATCH S2 42MM TAPTIC ENGINE",Working,"Grade A - Very Good Condition","Not Applicable",Unknown,"Not Applicable",,,,,3
Apple,"IWATCH S2 NIKE+ 38MM ","Power On Tested-Good LCD",Unknown,"Not Applicable",Grey,"Not Applicable",,,,,2
Apple,"IWATCH S2 NIKE+ 42MM","Power On Tested-Good LCD",Unknown,"Not Applicable",Silver,"Not Applicable",,,,,1
Apple,"IWATCH S2 NIKE+ 42MM","Power On Tested-Good LCD",Unknown,"Not Applicable",Grey,"Not Applicable",,,,,3
Apple,"iWatch Sport 38mm",Working,"Grade A - Very Good Condition","Not Applicable","ROSE GOLD","Not Applicable",,,,,1
Apple,"iWatch Sport 38mm",Working,"Grade D","Not Applicable","ROSE GOLD","Not Applicable",,,,,3
Apple,"iWatch Sport 38mm",Working,"Grade D","Not Applicable",Grey,"Not Applicable",,,,,2
Apple,"iWatch Sport 38mm",Working,"Grade D","Not Applicable",Gold,"Not Applicable",,,,,2
Apple,"iWatch Sport 38mm","iOS 7 Locked","Grade D","Not Applicable","ROSE GOLD","Not Applicable",,,,,3
Apple,"iWatch Sport 38mm","iOS 7 Locked","Grade D","Not Applicable",Silver,"Not Applicable",,,,,2
Apple,"iWatch Sport 38mm","iOS 7 Locked","Grade D","Not Applicable",Grey,"Not Applicable",,,,,1
Apple,"iWatch Sport 38mm","iOS 7 Locked","Grade D","Not Applicable",Gold,"Not Applicable",,,,,1
Apple,"IWATCH SPORT 38MM BATTERY",Working,"Grade A - Very Good Condition","Not Applicable",Unknown,"Not Applicable",,,,,10
Apple,"IWATCH SPORT 38MM DISPLAY",Working,"Grade A - Very Good Condition","Not Applicable",Unknown,"Not Applicable",,,,,4
Apple,"IWATCH SPORT 38MM DISPLAY","Brand New","Insurance Grade","Not Applicable",Unknown,"Not Applicable",,,,,2
Apple,"IWATCH SPORT 38MM DISPLAY",Working,"Grade C - Acceptable Condition","Not Applicable",Unknown,"Not Applicable",,,,,1
Apple,"IWATCH SPORT 38MM DISPLAY",Working,"Grade B - Good Condition","Not Applicable",Unknown,"Not Applicable",,,,,2
Apple,"IWATCH SPORT 38MM DISPLAY",Working,"Not Graded","Not Applicable",Unknown,"Not Applicable",,,,,2
Apple,"IWATCH SPORT 38MM NFC ANTENNA",Working,"Grade A - Very Good Condition","Not Applicable",Unknown,"Not Applicable",,,,,11
Apple,"IWATCH SPORT 38MM STRAP",Working,"Grade A - Very Good Condition","Not Applicable",White,"Not Applicable",,,,,2
Apple,"IWATCH SPORT 38MM STRAP",Working,"Not Graded","Not Applicable",Black,"Not Applicable",,,,,1
Apple,"IWATCH SPORT 38MM STRAP",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",,,,,1
Apple,"IWATCH SPORT 38MM STRAP","Brand New","Insurance Grade","Not Applicable",Black,"Not Applicable",,,,,1
Apple,"IWATCH SPORT 38MM STRAP",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",,,,,2
Apple,"IWATCH SPORT 38MM STRAP",Working,"Grade A - Very Good Condition","Not Applicable",Pink,"Not Applicable",,,,,2
Apple,"IWATCH SPORT 38MM STRAP",Working,"Grade D","Not Applicable",Pink,"Not Applicable",,,,,1
Apple,"IWATCH SPORT 38MM STRAP","Brand New","Insurance Grade","Not Applicable",Yellow,"Not Applicable",,,,,1
Apple,"IWATCH SPORT 38MM STRAP","Brand New","Insurance Grade","Not Applicable",Pink,"Not Applicable",,,,,2
Apple,"IWATCH SPORT 38MM TAPTIC ENGINE",Working,"Grade A - Very Good Condition","Not Applicable",Unknown,"Not Applicable",,,,,7
Apple,"iWatch Sport 42mm",Working,"Grade B - Good Condition","Not Applicable",Orange,"Not Applicable",,,,,1
Apple,"iWatch Sport 42mm",Working,"Grade C - Acceptable Condition","Not Applicable",Gold,"Not Applicable",,,,,2
Apple,"iWatch Sport 42mm",Working,"Grade B - Good Condition","Not Applicable",Grey,"Not Applicable",,,,,3
Apple,"iWatch Sport 42mm",Working,"Grade D","Not Applicable",Grey,"Not Applicable",,,,,3
Apple,"iWatch Sport 42mm",Working,"Grade D","Not Applicable",Silver,"Not Applicable",,,,,1
Apple,"iWatch Sport 42mm","iOS 7 Locked","Grade D","Not Applicable",Grey,"Not Applicable",,,,,2
Apple,"iWatch Sport 42mm",Working,"Grade C - Acceptable Condition","Not Applicable",Silver,"Not Applicable",,,,,1
Apple,"LEATHER CASE FOR APPLE IPHONE 6 - MGR32ZM/A",Working,"Grade B - Good Condition","Not Applicable",Blue,"Not Applicable",,,,,2
Apple,"LEATHER CASE FOR APPLE IPHONE 6 PLUS",Working,"Grade B - Good Condition","Not Applicable",Blue,"Not Applicable",,,,,6
Apple,"LEATHER CASE FOR APPLE IPHONE 6 PLUS",Working,"Grade A - Very Good Condition","Not Applicable",Blue,"Not Applicable",,,,,2
Apple,"LEATHER CASE FOR IPHONE 6 - MGR62ZM/A",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",,,,,1
Apple,"LEATHER CASE FOR IPHONE 6 - MGR62ZM/A",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",,,,,1
Apple,"LEATHER CASE FOR IPHONE 6 - MGR62ZM/A",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",,,,,1
Apple,"LEATHER CASE IPHONE 7 PLUS",Working,"Grade C - Acceptable Condition","Not Applicable",Tan,"Not Applicable",,,,,14
Apple,"LEATHER CASE IPHONE 7 PLUS",Working,"Grade A - Very Good Condition","Not Applicable",Tan,"Not Applicable",,,,,12
Apple,"LEATHER CASE IPHONE 7 PLUS",Working,"Grade B - Good Condition","Not Applicable",Blue,"Not Applicable",,,,,19
Apple,"LEATHER CASE IPHONE 7 PLUS",Working,"Grade A - Very Good Condition","Not Applicable",Blue,"Not Applicable",,,,,8
Apple,"LEATHER CASE IPHONE 7 PLUS","Brand New","Brand New","Not Applicable",Blue,"Not Applicable",,,,,5
Apple,"LEATHER CASE IPHONE 7 PLUS",Working,"Grade B - Good Condition","Not Applicable",Tan,"Not Applicable",,,,,119
Apple,"LEATHER CASE IPHONE 7 PLUS",Working,"Insurance Grade","Not Applicable",Blue,"Not Applicable",,,,,6
Apple,"LEATHER CASE IPHONE 7 PLUS","Brand New","Brand New","Not Applicable",Tan,"Not Applicable",,,,,62
Apple,"LEATHER CASE IPHONE 7 PLUS",Working,"Insurance Grade","Not Applicable",Tan,"Not Applicable",,,,,4
Apple,"LEATHER CASE IPHONE 7 PLUS",Working,"Grade C - Acceptable Condition","Not Applicable",Blue,"Not Applicable",,,,,2
Apple,"LEATHER CASE IPHONE 7 PLUS - FBA UK","Brand New","Brand New","Not Applicable",Tan,"Not Applicable",,,,,69
Apple,"LEATHER SMART COVER IPAD2 MC948ZM",Working,"Grade B - Good Condition","Not Applicable",Tan,"Not Applicable",,,,,2
Apple,"LIGHTNING DIGITAL AV ADAPTER  MD826ZM/6",Working,"Grade A - Very Good Condition","Not Applicable",White,"Not Applicable",,,,,4
Apple,"LIGHTNING DIGITAL AV ADAPTER  MD826ZM/6",Working,"Insurance Grade","Not Applicable",White,"Not Applicable",,,,,1
Apple,"LIGHTNING TO 30-PIN ADAPTER - MD823ZM/A","Brand New","Insurance Grade","Not Applicable",White,"Not Applicable",,,,,3
Apple,"LIGHTNING TO 30-PIN ADAPTER - MD823ZM/A",Working,"Grade B - Good Condition","Not Applicable",White,"Not Applicable",,,,,24
Apple,"LIGHTNING TO 30-PIN ADAPTER - MD823ZM/A","Brand New","Brand New","Not Applicable",White,"Not Applicable",,,,,72
Apple,"LIGHTNING TO 30-PIN ADAPTER - MD823ZM/A",Working,"Insurance Grade","Not Applicable",White,"Not Applicable",,,,,10
Apple,"LIGHTNING TO 30-PIN ADAPTER - MD823ZM/A",Working,"Grade A - Very Good Condition","Not Applicable",White,"Not Applicable",,,,,5
Apple,"LIGHTNING TO 30-PIN ADAPTER 0.2M - MD824ZM/A","Brand New","Brand New","Not Applicable",White,"Not Applicable",,,,,19
Apple,"LIGHTNING TO 30-PIN ADAPTER 0.2M - MD824ZM/A",Working,"Grade A - Very Good Condition","Not Applicable",White,"Not Applicable",,,,,1
Apple,"LIGHTNING TO HEADPHONE JACK ADAPTER","Brand New","Brand New","Not Applicable",White,"Not Applicable",,,,,22
Apple,"LIGHTNING TO HEADPHONE JACK ADAPTER",Working,"Grade A - Very Good Condition","Not Applicable",White,"Not Applicable",,,,,12
Apple,"LIGHTNING TO HEADPHONE JACK ADAPTER",Working,"Insurance Grade","Not Applicable",White,"Not Applicable",,,,,4
Apple,"LIGHTNING TO HEADPHONE JACK ADAPTER",Working,"Grade B - Good Condition","Not Applicable",White,"Not Applicable",,,,,6
Apple,"LIGHTNING TO HEADPHONE JACK ADAPTER",Working,"Grade C - Acceptable Condition","Not Applicable",White,"Not Applicable",,,,,2
Apple,"LIGHTNING TO MICRO USB ADAPTER",Working,"Grade A - Very Good Condition","Not Applicable",White,"Not Applicable",,,,,2
Apple,"LIGHTNING TO MICRO USB ADAPTER",Working,"Grade B - Good Condition","Not Applicable",White,"Not Applicable",,,,,1
Apple,"LIGHTNING TO USB CABLE - MD818ZM/A",Working,"Grade B - Good Condition","Not Applicable",White,"Not Applicable",,,,,17
Apple,"LIGHTNING TO USB CABLE - MD818ZM/A",Working,"Grade A - Very Good Condition","Not Applicable",White,"Not Applicable",,,,,19
Apple,"LIGHTNING TO USB CABLE - MD818ZM/A","Brand New","Insurance Grade","Not Applicable",White,"Not Applicable",,,,,22
Apple,"LIGHTNING TO USB CABLE - MD818ZM/A","Brand New","Brand New","Not Applicable",White,"Not Applicable",,,,,542
Apple,"LIGHTNING TO USB CABLE - MD818ZM/A",Working,"Insurance Grade","Not Applicable",White,"Not Applicable",,,,,9
Apple,"LIGHTNING TO USB CABLE - MD818ZM/A",Working,"Not Graded","Not Applicable",White,"Not Applicable",,,,,1
Apple,"LIGHTNING TO USB CABLE 0.5M - ME291ZM/A",Working,"Grade A - Very Good Condition","Not Applicable",White,"Not Applicable",,,,,13
Apple,"LIGHTNING TO USB CABLE 0.5M - ME291ZM/A","Brand New","Brand New","Not Applicable",White,"Not Applicable",,,,,4
Apple,"LIGHTNING TO USB CABLE 0.5M - ME291ZM/A",Working,"Insurance Grade","Not Applicable",White,"Not Applicable",,,,,11
Apple,"LIGHTNING TO USB CABLE 2M - MD819ZM/A ",Working,"Grade A - Very Good Condition","Not Applicable",White,"Not Applicable",,,,,1
Apple,"LIGHTNING TO USB CABLE 2M - MD819ZM/A ",Working,"Grade B - Good Condition","Not Applicable",White,"Not Applicable",,,,,3
Apple,"MacBook A1181",Working,"Grade B - Good Condition",2GB,White,"Not Applicable",,,,,1
Apple,"MacBook A1181",Working,"Grade B - Good Condition",1GB,White,"Not Applicable",,,,,1
Apple,"macbook A1342 2.4GHz 250GB HDD 2GB RAM",Working,"Grade C - Acceptable Condition",2GB,Aubergine/White,"Not Applicable",,,,,1
Apple,"macbook A1342 2.4GHz 250GB HDD 2GB RAM",Working,"Grade B - Good Condition",4GB,White,"Not Applicable",,,,,8
Apple,"MacBook Air 11\" Laptop Core i5 1.4GHz"," 4GB RAM"," 128GB HDD"," Mac OS X 10.4 Tiger""",Working,"Grade C - Acceptable Condition","Not Applicable",Silver,"Not Applicable",,,,,1
Apple,"MacBook Pro 13\" Laptop - MD101B/A ( i5 - 2.5 GHz - 4 GB RAM - 500 GB HDD )""",Working,"Grade B - Good Condition",4GB,Silver,"Not Applicable",,,,,1
Apple,"Macbook Pro A1278",Working,"Grade B - Good Condition",4GB,"Aluminium Silver","Not Applicable",,,,,1
Apple,"MACKINTOSH G3",Working,"Grade B - Good Condition",128MB,Blue,"Not Applicable",,,,,2
Apple,"MM2L2ZM/A IPAD PRO 9.7-INCH SMART KEYBOARD  A1772","Brand New","Brand New","Not Applicable",Black,"Not Applicable",,,,,130
Apple,"MM2L2ZM/A IPAD PRO 9.7-INCH SMART KEYBOARD  A1772",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",,,,,43
Apple,"MM2L2ZM/A IPAD PRO 9.7-INCH SMART KEYBOARD  A1772",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",,,,,33
Apple,"MM2L2ZM/A IPAD PRO 9.7-INCH SMART KEYBOARD  A1772",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",,,,,25
Apple,"MM2L2ZM/A IPAD PRO 9.7-INCH SMART KEYBOARD  A1772",Working,"Grade C - Acceptable Condition","Not Applicable",Black,"Not Applicable",,,,,1
Apple,"MM2L2ZM/A IPAD PRO 9.7-INCH SMART KEYBOARD  A1772 - FBA UK","Brand New","Brand New","Not Applicable",Black,"Not Applicable",,,,,82
Apple,"PENCIL MK0C2ZM/A","Warranty Send-Off",Unknown,"Not Applicable",White,"Not Applicable",,,,,1
Apple,"PENCIL MK0C2ZM/A",Working,"Grade B - Good Condition","Not Applicable",White,"Not Applicable",,,,,11
Apple,"PENCIL MK0C2ZM/A","Brand New","Insurance Grade","Not Applicable",White,"Not Applicable",,,,,8
Apple,"PENCIL MK0C2ZM/A",Working,"Grade A - Very Good Condition","Not Applicable",White,"Not Applicable",,,,,25
Apple,"PENCIL MK0C2ZM/A","Brand New","Brand New","Not Applicable",White,"Not Applicable",,,,,6
Apple,"PENCIL MK0C2ZM/A",Working,"Insurance Grade","Not Applicable",White,"Not Applicable",,,,,15
Apple,"PENCIL MK0C2ZM/A",Non-working,"Grade B - Good Condition","Not Applicable",White,"Not Applicable",,,,,2
Apple,"PENCIL MK0C2ZM/A",BER,"Grade A - Very Good Condition","Not Applicable",White,"Not Applicable",,,,,2
Apple,"PENCIL MK0C2ZM/A",Working,"Grade C - Acceptable Condition","Not Applicable",White,"Not Applicable",,,,,2
Apple,"PENCIL MK0C2ZM/A",BER,"Grade B - Good Condition","Not Applicable",White,"Not Applicable",,,,,1
Apple,"PROTECTION PLAN - MC265ZM/A","Brand New","Brand New","Not Applicable",White,"Not Applicable",,,,,3
Apple,"SILICONE CASE FOR IPHONE 6 PLUS ",Working,"Grade A - Very Good Condition","Not Applicable",White,"Not Applicable",,,,,1
Apple,"SMART CASE FOR IPAD AIR MF047ZM",Working,"Grade B - Good Condition","Not Applicable",Brown,"Not Applicable",,,,,4
Apple,"SMART KEYBOARD FOR IPAD PRO 10.5 INCH - MPTL2B/A",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",,,,,2
Apple,"SMART KEYBOARD FOR IPAD PRO 10.5 INCH - MPTL2B/A","Brand New","Brand New","Not Applicable",Black,"Not Applicable",,,,,2
Apple,"SMART KEYBOARD FOR IPAD PRO 12.9 INCH - MJYR2ZMA","Brand New","Insurance Grade","Not Applicable",Black,"Not Applicable",,,,,8
Apple,"SMART KEYBOARD FOR IPAD PRO 12.9 INCH - MJYR2ZMA",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",,,,,32
Apple,"SMART KEYBOARD FOR IPAD PRO 12.9 INCH - MJYR2ZMA",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",,,,,22
Apple,"SMART KEYBOARD FOR IPAD PRO 12.9 INCH - MJYR2ZMA","Brand New","Brand New","Not Applicable",Black,"Not Applicable",,,,,14
Apple,"SMART KEYBOARD FOR IPAD PRO 12.9 INCH - MJYR2ZMA",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",,,,,26
Apple,"SMART KEYBOARD FOR IPAD PRO 12.9 INCH - MJYR2ZMA","Warranty Send-Off","Grade C - Acceptable Condition","Not Applicable",Black,"Not Applicable",,,,,1
